avgTemp,minTemp,maxTemp,fainFall,avgPrice
2,8.5,19.3,2.4,1974
2.1,5,22.5,0,1996
1.2,7.5,23.6,0,2007
1.2,11,23,0,2052
2.1,7.7,20.5,12.5,2052
3,10.2,18.4,0.7,2018
1.6,9.1,16.3,0,2018
1.8,8.5,19.9,0,2018
1.5,8.3,21.9,0,1996
1.4,8.6,22,0,1997
1.2,6.7,24.2,0,1997
1.4,8.5,25.2,0,2060
1.3,8.4,25.8,0,2028
0.9,9.8,23.7,0,2028
2.9,13.3,18.8,12.1,2028
3.3,12.4,15.4,27.2,2016
1.1,12.1,17,23.2,2004
2,11.1,19.3,1.1,1998
2.3,10,23,0,1998
3.3,10.1,25.8,0.2,2022
2.2,9,20.9,0,2022
2.6,7.6,20.5,1.2,2022
2,6.3,17.2,0.1,2022
1.7,5.6,19.8,0,2022
2.4,6.2,22.7,0.3,2022
1.3,10.6,20.6,2.7,1998
1.6,8.3,23.4,0,2019
2.2,9.2,24.7,0,2019
2.7,11.1,23.2,18.5,2019
2.1,14.2,22.4,15.6,2011
1.7,12,27.4,0,2011
2.7,14.4,23.6,1.6,2011
2.3,14,24.5,0,2034
1.3,11.7,26.1,0,1708
1.1,12.1,25.9,0,1708
1.2,11.6,25.8,0,1708
0.9,11.8,26.8,0,1728
2.2,14.8,23,4.5,1759
1.6,13.2,24.7,0,1729
1.7,12.7,27,0,1701
1.5,15.4,24.1,0,1688
1.5,15.4,28.6,0,1688
2.7,17.6,25,7.7,1688
2.1,15.3,26,2.3,1689
1.3,13.5,29.5,0,1694
1.8,16,28.4,1.2,1702
1.3,15.5,31.1,0,1706
1.4,15.2,32.1,0,1738
1.3,16.3,32.4,0,1738
1.5,18.3,29.9,0,1738
2.7,18,24.2,5.9,1573
3.4,17.2,21.3,19.8,1571
2.4,18.3,25.3,3.1,1571
1.3,18.2,23.8,1.2,1607
1.1,16.5,27.4,0,1607
1.5,15.8,26.6,0.2,1607
1.6,17.9,25,0.7,1607
1.6,17.9,25.4,0.9,1594
1.6,18,25.4,4,1632
1.1,17.6,25.2,4.8,1647
1,16,24.3,7.2,1750
1.8,16.3,25.4,1,1762
2,16.7,28.2,0,1762
1.4,17,28.7,0,1762
0.9,17.4,29.6,0,1769
1.1,19.2,26.1,1.9,1791
1.3,17.9,28.3,0.3,1853
1.5,18,27.9,0.3,1915
1.9,18.3,26.7,1.4,1924
1.6,19.2,24.3,2.3,1924
1,18.4,26.5,5.9,1924
1.1,18.3,26,12.4,1917
1.2,18,27,2.5,1959
1,18,28.4,0,1993
1.4,19,29.3,0,2101
1.7,18.8,29.9,0,2112
0.9,19.9,29.3,0.8,2112
1.1,18.9,28.4,0,2112
1.3,19.4,29.5,1.7,2241
1.4,19.5,31.1,1.5,2249
2,20.1,27.5,7.7,2288
1.1,19.5,23.5,25.8,2314
0.7,20.2,28.7,0.9,2363
1,19.5,27.3,0.8,2363
1.2,19.5,24.1,8,2363
1.7,19,28,0.9,2388
1.4,21.5,29.1,4.2,2383
1.7,23.4,30.4,7.2,2382
2.2,23.2,32,0,2542
1.1,21.5,32.4,0,2554
1.8,20.8,29.2,0.9,2554
1.4,20.9,28.4,8,2554
1,21.3,31.1,0,2518
1.3,21.3,28.5,2,2569
1.8,21.5,29.9,2.4,2569
1.4,21.7,27.6,7.7,2585
1.3,21.8,29,18.6,2641
1.1,22.5,31,9.2,2641
1.5,22.7,31.9,0.1,2641
2.2,22.4,31.7,0,2716
1.7,23.3,30.6,2.1,2753
0.7,23.2,29.7,10.7,2807
1.9,23.1,31.2,11.7,2844
3.3,24.2,32.6,8.8,2938
1.2,21.6,29.5,1.8,2938
0.8,19.1,29.8,0.2,2938
1.2,18.8,28.7,3.3,3006
0.9,20.6,29.4,2.7,3123
1.1,22.3,33,0,3113
1.6,23.8,34.2,5.5,3306
2.8,23.4,32.5,2.4,3306
2.4,24,30.6,46,3306
1,23.7,27.2,35.2,3306
1.5,23.7,27,9.1,3373
0.8,23.8,31.5,1.2,3400
0.8,22.9,29.9,5.8,3431
2.5,21.2,26,17.6,3431
3.4,20.4,27.4,3.9,3413
1.3,20.8,28.4,1.9,3413
1.5,20.6,28,21.6,3413
1.6,19.3,28.7,0.4,3394
0.6,19.9,30.4,0,3356
1,20.7,26.7,2.5,3487
0.9,19.5,22.8,18.2,3456
0.7,20.3,27.8,3.6,3456
1,20.7,29.4,0.2,3456
1.9,20.4,25.9,19.6,3456
0.7,19.8,23.9,56.9,3417
0.4,21.1,26.1,12.2,3342
2,21.5,26.3,13.3,3331
1.7,21.5,27.4,37.7,3301
0.9,20.4,29.5,0.9,3295
0.9,20.6,29.8,0,3295
1.3,21.1,28.4,5.7,3295
1.5,21.9,25.8,40.1,3335
1.7,21.3,28.6,5.6,3354
1,19.8,26.1,1.8,3386
1.2,18.8,26.6,1.2,3374
1.3,18.4,27.2,4.1,3404
0.7,17.3,27.5,0,3404
1.1,16.8,26.2,0,3404
1.4,16.8,28.3,0.1,3686
1.8,18.1,25.4,7,3621
1.6,19,24.4,31.7,3871
0.9,18.6,28.1,0.4,3998
1,17.7,29.7,0,3998
1,18.7,28.8,0.6,3998
1.1,17.7,29.4,0,3998
1,18.8,29.4,0,3998
0.9,17.5,28.2,0,3998
0.8,16,27.6,0,3998
0.7,15.8,28.2,0,4176
1.4,17.5,25,0.3,4229
0.9,16.8,27.3,0.2,4229
1,15.4,26.9,0,4229
0.9,17.7,27.6,0.1,4094
0.8,16.4,27.1,0,4094
0.8,17.1,24.3,2.4,3942
1,15.3,24.9,0.1,3744
0.8,13.5,25.1,0,3515
0.8,12.7,26.6,0,3515
0.9,13.6,26.1,0.1,3515
1,13.4,27.4,0,3511
1.6,15.1,26.5,8.2,3395
0.9,17.1,21.7,61.6,3330
0.8,16,26.2,0.3,3374
1.1,16.1,25,0.4,3374
0.7,15.1,26.3,0.1,3374
0.5,16.3,26.8,0.1,3374
2.2,18,22.1,4.9,3247
0.9,15.6,23.2,1.1,3185
1.1,14.9,23.3,0,3095
2.4,14.5,23.5,2.3,3017
2.1,12.7,21.8,0.2,3017
1.9,11.3,22.4,0.3,3017
0.7,10.9,22.2,0,3017
1,9.9,21.8,0,2938
0.7,8.9,22.7,0,2900
0.8,9.2,23.2,0,2890
2.6,10.2,24.3,0,2890
2.3,10.5,25.6,0,2728
1,13.4,24.9,0,2728
3.9,12.6,22.5,0.9,2728
1,11.4,20.4,14,2709
1.1,7.9,19.6,0,2632
1.2,6.7,20.2,0,2600
0.9,7.5,19.7,1.4,2585
0.8,4.7,21,0,2507
0.7,5.7,22.5,0,2507
0.5,7.1,22.8,0,2507
2.3,14.1,18.6,18.4,2440
2,13.2,18.8,41.6,2425
0.8,9.7,16.8,13.7,2432
0.8,7.7,19.3,0,2438
0.8,8.3,21.5,0,2410
1.2,9.3,23.1,0,2410
1.4,8.9,22.6,0.1,2410
0.8,6.8,18.5,0,2280
0.7,3.4,19.2,0,2263
0.6,4.6,20,0,2234
0.9,6.2,19.9,0,2282
0.7,11.1,15.1,23.6,2279
3.1,12.5,18.3,1.9,2279
1.9,8.7,15.6,2,2279
0.9,3.6,14.2,0,2296
1,2.6,17.8,0,2289
0.8,3.4,18.6,0,2199
0.5,7.5,18.9,0.1,2119
0.6,5.5,16.2,2.4,2091
1.3,7.7,15.4,0.5,2091
0.8,5.3,16.6,0,2091
0.9,2.6,17.2,0,2038
3.7,2.3,16.2,0.4,2079
3.5,3.3,12.9,2.2,2052
1.7,-0.3,6.4,0.1,1820
1.2,-0.5,11.3,0.2,1791
1,0.2,11.9,0,1791
1.4,3.2,14,0.2,1791
1.1,2.9,12,0.5,1837
0.7,0.6,12,0,1829
0.7,-1.7,13.1,0,1832
0.8,-0.2,14.8,0,1868
0.5,1.4,16.2,0,1889
1.1,3.7,15.8,1,1889
0.6,4.1,13.9,0,1889
3,8.1,11.5,28.1,1867
1.1,7.4,13.3,1.7,1853
0.8,5.5,14.9,0.1,1894
1.1,3.6,15.9,0,1937
1.5,5.2,12.6,5.9,1937
1,6.6,15,0,1937
4.5,6.8,11.9,9.5,1937
3.4,-3.1,10.7,1.8,1937
2,-5.1,0.6,0.7,1937
1.9,-4.4,4.1,2.3,1937
2.1,-3.4,3.1,1.6,1850
2.1,-5.9,0.5,1.3,1782
0.8,-6.3,1.9,0.2,1782
1.3,-5.1,3.5,0,1782
0.6,-3.8,5.2,1.9,1825
0.6,-6.1,5.8,0,1839
2.4,-2.3,7.8,0.4,1845
1.7,-1.9,6.1,0.2,1862
2.8,-3.4,3.6,1,1862
1.5,-5.2,0.8,0.7,1862
0.7,-6.9,3.4,0,1862
3.2,-2.6,5.8,2.2,1899
3.9,-6,4.2,5,1880
1,-8.7,-3.2,1.9,1886
0.4,-10.1,0.4,0,1910
2,-9.2,3.1,0.6,1924
1.3,-3.4,5.1,2,1924
0.8,-7,1.3,0.7,1924
0.3,-8,2.7,0.5,1973
1.3,-5.9,5.9,0,1973
1.6,-1.1,9,0.2,1973
0.5,-3.9,4.3,0,1973
0.6,-6.8,4.1,0,1958
0.3,-6.7,7.1,0,1958
0.8,-5.6,5.1,0,1958
1.7,-1.7,8,0,1968
2,-1.7,9.9,0,1938
2.9,-4.1,4.7,0.9,1938
1.6,-7.4,-1.9,0.5,1938
1,-7.6,0.8,0.3,1957
0.5,-9.3,4.3,0,1957
0.6,-2.6,9.8,0,1957
2.5,-2.7,10.1,4.1,1957
1.6,-3.3,7.1,4.7,1980
1.1,-6.5,1.6,0,1957
1.1,-7.8,3.3,0,1959
1.4,-5.1,4.9,0,1936
2.1,-4.2,6.7,0,1936
0.8,-3.3,6,0.1,1936
0.6,-6.5,4.8,0,1936
0.6,-6.5,7.9,0,1928
0.8,-0.2,5.9,0.4,1913
1.8,-1.3,9.1,0.2,1907
2.7,-2.6,5.3,0.3,1896
0.9,-4.6,3.1,0,1896
2.9,-6.8,5.8,1.3,1896
0.6,-1.3,6.4,0.4,1896
0.4,-5.3,6.8,0,1889
0.7,-0.6,6.5,3.1,1875
1.1,0.5,6.3,1.9,1910
1,-2.7,6.8,0,1910
0.8,-1.9,8.8,0,1910
0.8,-1.3,7.8,3.8,1910
2.6,2.7,9.1,1.7,1912
1.1,-3.7,4.6,0.3,1912
0.5,-6,3.5,0.3,1912
2.1,-3.6,3.7,1.4,1911
1.2,-3.6,3.6,0.2,1894
0.8,-6.9,2.6,0,1894
0.7,-8,5.5,0,1894
0.9,-5.5,7.3,0,1920
1.1,-5.1,7.9,0,1920
1.3,-3.4,6.1,0,1920
1.5,-2.9,5.4,0.3,1920
1.2,-3.6,7.4,0,1910
4,-2.6,7.1,0,1910
2.8,-8.3,2.5,0,1910
3.4,-10.7,1.2,0.1,1919
2.3,-2.2,8.1,0,1914
2.9,-1.2,9.7,0,1950
2.7,-3.2,4.8,0,1884
0.8,-6.4,5.2,0,1881
1.4,-4.8,9.2,0,1881
1,-0.2,11,3.8,1881
2.1,3.8,6.8,10,1923
2,1.7,6.4,0.3,1952
0.6,0.6,4.8,0.1,1952
0.7,-2.1,8.3,0.2,1952
1.4,-3.2,10.9,0,1952
2.5,3.9,8.5,7.9,1952
2.3,1.7,11.3,1,1952
1.3,-0.2,8.6,0,2094
1.3,-0.9,9.6,0,2067
3.3,-0.4,11.2,0.1,2079
2.2,-1.1,8.2,0.2,2082
0.7,-3.7,4.1,0,2115
2.7,-3.7,6.8,1.6,2115
1.4,0.5,7.1,0.9,2115
1.9,-3,10.5,0,2166
4,0.5,7.6,2.8,2174
0.8,-2.8,4.3,0,2202
1,-5.6,6.8,0,2216
1.1,-3.5,10.5,0,2216
1,-2.4,12.2,0,2216
3.5,-2.3,14.6,0,2216
4.7,-3.3,11.3,0.1,2258
4.2,-5.4,2.7,0,2293
2.7,-3.3,8.1,0,2271
1.7,-2.9,9.5,0,2286
1.1,0.1,10.9,1.2,2308
1.4,-2,11.7,0,2308
1.1,-1.5,15.2,0,2308
0.9,0.7,19.1,0,2289
2.8,3,20.2,0,2280
1.6,7.8,12.3,31.8,2305
1.2,6.8,18.3,0.5,2310
1.6,7.1,19.6,0,2340
2.7,5.1,19.4,0,2340
2.7,3.8,16.8,0,2340
1.5,-0.3,11.5,0,2371
1.3,-1.6,12.1,0,2401
1.6,-2.4,14.2,0,2401
1.4,-0.8,17,0,2406
2,1.3,18.3,0,2415
1.8,1.5,19.3,0,2415
1.6,6.2,19.1,0,2415
0.6,4.7,21.3,0,2442
2.8,8.3,15.5,3.1,2480
2.7,9.2,15.9,1.9,2486
2.8,8.4,19.5,7.7,2509
2.9,9,18.8,9,2529
1.4,7.7,16.2,17.8,2529
1.1,8.4,11.7,3,2529
2.8,7.4,13.3,4.2,2546
1.5,5.1,10.8,0.9,2559
1.1,4.3,12.4,0.3,2568
1.1,3.4,15.1,0,2538
1.3,3.4,18.2,0,2538
2.6,3.5,19.5,0,2538
4,5.2,17.9,0.6,2538
1.5,8.1,13.2,7.5,2516
2.2,6.1,12.5,10.2,2565
2.1,5.9,18.8,1,2574
2.3,6,20.4,2.7,2617
1.1,3.6,19,0,2640
2.1,4.7,21.7,2.4,2640
2,11.3,17.2,14.2,2640
1.7,8.1,14.6,11,2697
1.8,5.7,20.9,0,2780
1.8,7.1,20.9,0,2795
2.2,5.9,22.3,0,2738
1.7,8.7,22.9,0,2719
1.9,6.7,24.2,0,2719
2,8.5,26.9,0,2719
1,11.2,26.6,0,2768
1.4,10.9,23.9,8.2,2779
1.4,14,18.2,23.2,2807
1.3,13.1,24,0.2,2715
1.3,12.8,26.3,0,2715
0.9,13.5,26.2,1.9,2715
2.7,15.8,20.2,12.9,2715
2,10.5,21.9,0,2712
1.2,5.9,21.9,0,2712
1.6,7.7,22.1,0,2913
1.3,8.7,24.1,0,2962
1.8,9.2,23.4,0,2972
2,12.9,24.1,0.2,2972
2.6,10.8,23.5,0,2972
4,11.7,21.9,23.8,2972
3.6,12.2,19.8,9,2855
2.1,12.5,25.7,0,2870
2.2,13.6,26.9,0,2870
1.9,15.3,23.9,1.3,2870
1.2,11.7,25.3,0,2870
1.1,9.8,26.1,0,2870
1.8,12.8,20.4,4,3034
1.9,12.8,24.2,0.7,3242
2,11.3,22.5,0,3342
2,10.1,26.5,0,3600
1.3,14,27.7,0,3653
1.4,14.1,27.3,0,3653
1.5,12.5,28.3,0,3653
1.6,12.2,28.3,0,3653
1.2,13.1,30.9,0,3639
1.2,12.8,30,0,3655
1.4,15.5,29.2,0,3697
1.3,14.6,29.6,0,3742
1.3,15.8,23,2.7,3742
1.3,14.5,27.7,0,3742
1.6,14.2,29,0,3562
2.1,17.2,27.2,0.4,3475
1.2,16.4,27.7,0,3438
0.9,12.9,29.3,0,3422
1.1,13.3,21.2,3.2,3411
1,12.3,26.1,0,3411
1,15,27.6,0,3411
1.7,15.8,24.7,1.3,3397
1.2,16.3,27.9,0,3421
1.3,16.5,31.2,0,3405
2.2,17.9,25.6,1.7,3490
1.8,18.1,29.6,0.7,3502
1.5,17.5,28.4,0.7,3502
1.2,17.4,27.3,5.1,3502
1.2,19.2,28.4,0,3508
1.9,19.2,28.5,1.1,3408
2.4,18.2,25.9,2.9,3384
1.8,18.1,27.8,0.8,3387
1.2,18.4,27.8,2.2,3359
1,17.4,22.3,12.2,3359
1.3,17,26.8,0.1,3359
1.5,17.3,28,0.2,3327
1.4,18.2,29,0.1,3303
1.4,19.2,27.2,3.4,3303
2.1,18.9,25.9,14.6,3214
1.3,18.8,23.8,32.4,3140
1.5,18.4,25.8,0.7,3140
1.3,17.9,27.2,0,3140
0.9,18.5,29.1,0.2,3126
2.6,19,25.5,11.5,3022
1.9,18.4,28.1,0.9,3015
1.3,17,28.2,0.2,2989
1.4,17.6,28,0.5,2983
1.2,15.8,26.7,0,2983
1.1,17,27.4,0.4,2983
1,17.9,27.2,0.2,2987
2.2,17.7,23.1,13.3,2998
1.6,18.4,23.6,23,2932
1.1,20.2,26.2,19.1,2937
1.1,20.6,30.3,0,2937
2.2,22,31.1,9.2,2937
3.3,22.8,26.1,44.8,2937
2.2,21.8,26.7,3.6,2998
2.3,21,30.8,0.1,2941
3.2,20.7,31.2,1,2921
2.2,19.4,27.1,0,2921
1,17.8,25.7,0.3,2904
0.6,20.1,27.1,0.1,2904
1,20.2,28.6,1.5,2904
1.1,21.9,27.6,2.7,2895
1,22.1,28.3,4.1,2867
1,23,29.9,2.8,2837
0.9,23.6,29.4,13,2861
0.9,24.1,27.6,17.4,2812
1.3,24,29.6,8.8,2812
1.1,22.4,32.4,3.8,2812
1.2,23.5,30.4,1.8,2821
0.7,24.1,32,0.6,2798
1.4,24.3,31.1,7.1,2785
1.5,24.7,33.7,0,2720
1.1,24.5,33.6,0.2,2720
0.8,23.8,32.9,1,2720
1.2,23.5,31.5,5.1,2720
1.5,24.2,33.1,0,2723
1.4,23.3,33.3,0,2708
0.8,23.6,33.7,0,2715
0.8,23.4,34.3,0,2736
1.2,23.4,34.8,2.2,2712
1.3,23.6,33.8,6.8,2712
1.3,22.7,32.3,0,2712
0.9,22.7,31.5,0,2779
1.3,21.3,29.2,6.7,2778
1,20.4,27.9,5.1,2829
1,21,30.5,6.9,2750
0.8,20.8,30.8,1.1,2750
0.9,21.2,31.6,0,2750
1.1,21.4,29.7,6.9,2750
1.3,20.5,30.9,1,2673
0.8,21.3,30,0,2728
0.9,21.4,29,0,2814
0.9,22,27.3,5,2882
0.9,21.1,28.3,26.6,2838
0.8,21.1,28.6,0.3,2838
2,21.4,29.8,0.1,2838
1.9,22.1,27.9,3.1,2881
1.4,19.7,24,26.8,2892
1.7,18.7,26.9,0.4,2901
0.9,18.3,28.7,1.4,2836
0.9,18.8,28.7,2.5,2817
1.1,18.8,28.7,0,2817
1.3,18.3,29.1,0.4,2817
2,19.3,29.1,1.8,2908
0.8,20.8,27.9,5,2887
0.9,20,27.4,9.6,2881
0.8,19.2,28.1,1.8,2865
1,18.8,29,0,2857
2.3,19.4,25.6,9.4,2857
1.5,18,24.6,6.6,2857
1.8,15.9,26.4,0.1,2888
1.7,14.3,26.2,0,2870
1.2,13.6,27.1,0,2846
1.3,14.2,27.3,0,2765
1.4,15.7,26.6,1.5,2795
1.1,15.5,22.1,3.8,2795
0.8,13.5,25.1,0,2795
1.4,12.8,26.4,0,2810
1.5,13.3,25.7,0,2760
1.8,13.2,24.1,1.6,2733
0.9,15.2,24.2,4.4,2699
1.1,14.6,26.3,0,2706
1,15.2,26.7,0,2706
0.7,14.8,26.6,0,2706
0.8,15.1,27.9,0,2740
0.5,14.8,28,0,2687
1.1,15.6,22.5,8.4,2703
0.9,16.5,25.7,1.2,2691
0.9,16.3,26.3,0,2697
0.9,15.4,26.5,0,2697
1,13.7,27.6,0,2697
1.8,13.1,28.6,0,2697
1.4,14.4,27,0,2697
2.2,16.7,23.1,1.7,2783
2.5,14.5,22.6,37.4,2770
2.1,8.9,21.9,0,2748
1.1,11.9,24.9,0,2748
0.8,11,23.6,0,2748
1,11,24.4,0,2788
0.8,10.1,25.4,0,2732
1.1,10.8,24.8,0,2717
2.3,12.5,24.4,0.1,2732
0.7,10.2,21.4,0.4,2732
1.1,7.6,20.7,4.8,2732
1.6,8.6,17,2.2,2732
1.2,9.4,18.5,0.5,2727
0.9,7.5,21.8,0,2675
0.8,9.5,23.3,0,2640
0.8,9.9,23.8,0,2617
0.8,10.4,23.5,0,2596
0.9,10.2,24.8,0,2596
0.8,9.6,25.2,0,2596
0.6,10.7,23.5,0.1,2592
1,11.5,24.1,0,2569
1.2,11.8,23.9,0.2,2501
0.8,12.3,21.6,0.3,2453
0.9,12.3,22,0,2398
1,11.3,22.3,1.2,2398
0.9,9.6,21,0,2398
1.9,9.1,19.8,0.4,2370
1.9,9.7,17.8,16.3,2340
2,5.9,17.2,0,2328
2,5.4,16.3,0.4,2356
1.3,3.6,12.8,0,2326
0.7,0.7,13.2,0,2326
1.3,0.9,11.2,0.1,2326
0.8,4.6,16.4,0.2,2317
1,4.9,19,0,2297
1.1,3.8,20,0,2310
2.8,7.1,20.7,0,2221
2.9,8,19.2,2.6,2210
2.3,11.7,14.5,28,2210
1.5,12.5,15.1,13.8,2210
1.1,10.8,15.5,3.2,2200
0.9,7.6,15.3,0.2,2207
1.4,6.8,17.1,2,2174
2.1,9.1,18.1,0.6,1919
0.9,10.9,13.9,24.4,1875
1,12,16.2,5,1875
1,9.6,18.3,0,1875
1,8.9,15.8,10.7,1949
3.7,12.3,17.1,0.5,1991
1.3,9.4,14.2,7.9,2042
1.1,8.6,12.1,0.9,2020
0.7,7.6,15.9,0.1,2020
2,5.9,13.5,0.1,2020
1.7,7.3,15.5,4.6,2020
2.5,9.2,12.7,6.6,2058
1.5,6,11.2,2.8,2164
3,3.8,7.6,9,2174
2.2,-1.1,4.5,3.3,2134
0.7,-1.9,4,0.6,2213
1.1,0.1,7.2,0,2213
1.3,1.6,9.6,0.8,2213
0.7,1.5,11.6,0.2,2232
1.1,-0.9,12.1,0,2211
3.1,2.9,11.3,5.7,2183
3,-0.3,6.5,3,2240
1.6,-0.6,5.7,0.5,2240
0.5,2.1,8.7,0,2240
0.6,-0.7,8.3,0,2240
0.7,-2.5,9.9,0,2221
0.5,0,11.1,0,2221
0.4,-0.4,13.2,0,2221
2.1,6.6,10.6,14.1,2247
0.7,3.8,10.9,3.7,2202
0.8,1.1,10.8,0,2202
0.4,2.6,12.5,0,2202
2.3,4.2,8.7,3.9,2175
3,4.7,9.9,0.5,2178
2,-1.6,5.5,2.4,2157
0.6,-4.8,1.4,0.3,2129
0.8,-6,4.7,0,2148
0.3,-3,8.4,0,2148
0.5,-2.5,6,0.8,2148
1.2,0.5,9.3,1.5,2123
0.4,-1.1,9.6,0.1,2125
1.3,3.8,9,1.9,2127
2,0.8,8.7,0,2147
1.7,-2.6,5.8,0,2147
1.6,-2.1,9.8,0.2,2147
1.8,-4.6,3.7,0,2147
0.8,-6.4,2.2,0,2160
0.6,-6.7,4.8,0,2202
1.1,-5.2,7.4,1.1,2202
0.7,-1.7,6.3,0.3,2183
0.7,-3.9,7.3,0,2183
0.8,0.3,11.5,0,2183
2.5,1,12.9,0,2183
1.7,0.1,10.1,0,2215
1.1,-2.4,4.4,0.5,2266
1.8,-4.2,5.4,0,2269
1.4,-2.6,4.3,0,2271
1.7,-3.8,3.9,0,2242
1.6,-3.8,5.5,0,2242
1.3,-2.8,6.7,0,2242
1.4,-4.4,4.3,0,2307
2.2,-7.1,3.7,0,2307
1.8,-4.9,2.3,0.8,2318
0.5,-5.5,3.3,0.1,2280
0.7,-5.3,6.2,0.1,2280
0.7,-4,7.3,0,2280
3.5,-1.3,5.6,3.3,2280
4.3,-7.3,3.1,0.9,2299
0.9,-9.7,-4.6,0.8,2313
1,-10.9,-2.3,0,2354
1,-8.4,0,0,2440
3.2,-9.3,0.7,0,2448
2.6,-11.3,-3.5,1.2,2448
1.4,-14.2,-7.4,1.5,2448
0.9,-12.4,-1.3,0.3,2476
1.6,-7,3.5,0.1,2598
0.7,-4.8,6.1,0,2715
2.8,-4.6,3.6,6.7,2730
1.2,0.3,4.4,8.2,2777
2.2,-1.2,6.4,0.6,2777
1.6,-3.2,2.9,0,2777
1,-6.2,1.7,0,2881
1.1,-8.6,2.7,0,2908
1.6,-8.3,4.9,0,2914
1.4,-4.8,5.9,0,2966
1.9,-5,5.4,0,3026
1.2,-5.6,3.3,0.5,3026
1.3,-8,5,0,3026
3.3,-5.7,7.4,0.2,3026
0.8,-2.2,7.5,0,3026
0.8,-4.9,10.8,0,3026
0.8,-1.2,13.7,0.2,3003
0.7,6.9,12,20.7,3003
2.4,7.1,16.2,11.4,3003
3.3,-3,9.5,0.8,3003
2.4,-6,0.1,0.2,3033
1.6,-4.4,4,0.5,3047
1.7,-4.1,6.5,0,3078
1.5,-2.9,9.7,0.1,3124
1.9,-0.2,8.9,0,3124
2.3,-0.6,8.7,0,3124
1.1,-3.6,6,0,3124
2.3,-1.5,6.5,0,3160
1.9,-1.3,8.5,0.2,3160
2.1,-4.7,3.4,0.6,3145
2.3,-5.9,6,0,3147
1.1,-2.3,7.3,0.8,3147
0.7,1.2,10.6,1.4,3147
1.4,-0.5,10.5,5.8,3147
1.5,-4.8,1.3,0.3,3169
1,-7.3,4.3,0,3169
0.7,-3.8,10.4,0,3530
0.7,-0.1,15.2,0,3672
1.3,4.5,13.7,9.7,3711
2.2,8.2,15.5,27.9,3711
1.1,5.3,15.6,2.5,3711
2.2,3.4,14.9,0,3741
1.7,2.4,9.3,2.8,3806
2.8,0.3,8.2,2,3878
1.7,-1.9,5.7,0.1,3930
1.4,-3.9,5.8,0,3924
0.7,-4.2,8.7,0,3924
1.2,1,8.4,0.2,3924
1.3,-0.5,10,0,3808
1.7,-2.5,13.3,0,3821
1.2,3,16.4,0,3821
0.4,0.9,18.3,0.1,3803
1.2,7.9,15.4,9.3,3851
1.2,5.2,16.8,0,3851
1.6,3.3,13.8,0,3851
2.2,2.3,15.6,0,3985
2.1,2,16.9,0,3905
1.8,4.1,13.6,0.5,3995
1.3,1.2,12,0.2,4063
1,1.4,11.1,0.2,4030
1.7,0.2,12.1,0.5,4030
1.4,0,14.1,0,4030
2.7,0.7,17.5,0,4059
2.2,4.8,18,0.1,4103
1.1,6.4,20.3,0,4088
1.2,4.8,20.7,0,4196
1.9,4.3,22.8,0,4117
1.3,5.7,21.5,0,4117
1.6,8.9,15.2,9.5,4117
2.1,7.6,15.6,1.8,4231
1.5,5.1,19.6,0,4228
2.1,5.7,21,12.2,4191
2.2,9.2,18,21.9,4303
2,8,21.7,0,4451
2.5,8.2,22.2,0,4451
2.9,8.2,21.3,0.4,4451
1.5,6.8,16.1,0.2,4462
0.9,6.2,19,0.6,4462
2,10.9,18.2,13.1,4462
1.7,9.6,21.3,0,4554
1.9,6.5,21.2,0,4505
4.6,7.9,20.7,29.2,4505
3.5,10.1,17.2,9.5,4505
2.3,8.3,18.9,1.2,4705
1.3,7.4,19,0,4875
1.5,7.3,20.3,0.7,4751
2.6,10.9,17.3,28.8,4733
1.6,11.2,24.6,0,4675
1.3,10.9,20.7,0,4675
1.3,7.2,22.1,0,4675
1.9,7.3,24.9,0,4612
3.3,8.7,25.4,1.4,4593
2.3,10.8,15.5,25,4504
1.7,9.6,19.2,2.4,4458
2.1,8.4,20.9,0.1,4426
1.8,8.8,23.8,0,4426
1.7,10.4,26.1,0,4426
4.1,11.8,25.9,7.8,4024
6.2,11.7,19.8,26.8,3999
1.4,11.7,22.3,0.2,3974
1.6,9.3,26,0.8,3974
2.3,13.9,22.5,1.7,3974
1.4,11.3,23.6,0,3974
1,9.3,24.8,0,3974
1.6,13.6,23.4,0.2,4009
1.6,12.2,17.2,20.1,3987
2,11.4,21.7,0.9,3994
2,11,25.1,0,3994
1.6,11.9,22.5,0.1,3987
1.9,10.5,23.9,0,3987
2.8,11.7,24.3,12.6,3987
1.2,9.9,21.7,5.9,3988
1.3,8.6,26.6,0,3999
1.1,11.4,29.3,0,3999
1.4,12.4,28.8,0,3810
1.1,11.9,28,0,3800
1.3,12.3,27.9,0,3800
1.1,12.4,28.1,0,3800
1.3,12.5,27.8,0,3793
1.4,15,21.3,20.3,3793
1.1,13.7,25.8,0,3793
1.1,15.1,25.9,0.1,3891
1.3,16.8,27.5,0.1,3854
1.4,16.3,27.1,0.4,3854
1.7,15.7,26.5,0.6,3854
1.8,14.4,28.4,0,3788
1.8,15.5,28.1,0,3701
1.4,15.8,26.5,0,3588
1.6,13.1,27,0,3499
1.1,14.3,28.3,0,3401
1.7,16.3,22.9,3.9,3401
1.1,15,27.3,0,3401
1.1,16.8,22.6,0.7,3401
1.5,17.9,25.9,0.3,3397
1.2,18.1,25,1.7,3353
1.2,17.4,28.3,0,3072
1.5,17.7,28.8,0,3023
